,quote,category
35304,first rain fell sky wide deepit smell like sage favorit smelli went plateau watch cometo see gift alway broughtbut rain chang blue black leftnoth,poetry
35305,ero loosen limb troubl bittersweet sli uncontrol creatur,poetry
35306,fresh live onin lemon sweet smell hous rind proport arcan acerb,poetry
35307,poetri aim achiev anyth deliv peopl limit way see feel,poetry
35308,like bizzaro crap mean soul mate,relationship
35309,romant hast drama bringstear sigh hero diesbut curtain fall finalwhen life take tragic wayth sunset gloriou thingbut end day,poetry
35311,darkest night moon coveredand roam wreckag nimbu cloud voicedirect live layer litter though lack artto deciph doubt next chapterin book transformationsi alreadi written done chang,poetry
35312,star forth moon topsof snow shine mountain beauti linger yet natur nighthath familiar facethan man starri shadeof dim solitari loveli learn languag anoth world,poetry
35313,becom less look much care becom less much money earn much share good fortun imagin world heart ultim statu symbol,inspiration
35314,sinc cannot know known anyth ought know littl everyth,knowledge
35315,repli word doubtdoth put light knowledg,knowledge
35317,manlier harder understand woman want hint femal brain,relationship
35318,everyth els vanish take mayb one keep one feel better,relationship
35319,felt knowledg uniti world circul like blood,knowledge
35320,solitari grass miss shall ever find whatev,poetry
35321,two one arm peopl might seem perfect miss arm even someth simpl like hold hand walk becom case similar see realli go anywher coupl,relationship
35323,jase prop elbow look minut without say anyth face get unread express wish could take back walk observ guess uniform crap forgotten still wear,romance
35326,settl book vampir bedtim,romance
35327,okay one pretti good fred acknowledg told particularli filthi joke heard one baker wife kyra said rumor marri bun fred burst laugh kyra groan okay bad,romance
35328,think religion art greatest one extens communion art attempt,religion
35329,innoc sentenc write,writing
35330,write comic still best job world sit around day make shit see illustr case exactli imagin better long time go die probabl long given constant insan deadlin pressur,writing
35331,base true stori thank prefer base true imagin,quotes
35332,everi man belly classic enemi human race,writing
35333,,religion
35334,religion take account practic affair help solv religion,religion
35335,stori tell stori tell deep shit,writing
35336,care punctuat sentenc thank god friday without apostroph rous feel despair violenc confus possess apostroph contract apostroph unequivoc signal illiteraci set pavlovian kill respons averag stickler,writing
35337,fuel inspir ran across room steal cup coffe bookshelf taken prison lap black wateri brew like hyena toss empti cup asid return chair continu divin act creation hot blood swish head mighti pen stole across page,inspiration
35338,indulg sort man quick lip fierc tongu sort tongu draw charm word prais awkward silenc desper worship,writing
35339,money like gasolin road trip want run ga trip tour ga station,inspiration
35340,find shtick picasso alway look like picasso paint hemingway alway sound like hemingway beethoven symphoni alway sound like beethoven symphoni part master learn sing nobodi els voic,inspiration
35341,man slow sloppi brilliant thinker comput fast accur stupid,inspiration
35342,realiz one destini person real oblig want someth univers conspir help achiev,inspiration
35343,compet one complet encourag inspir soul text time,inspiration
35344,writer write experi although mani hesit admit wrote experi get mayb one book mayb three poem writer write empathi,writing
35345,wait thing happen make happen believ write stori,inspiration
35347,simpli wrong begin theme symbol abstract unifi agent tri forc charact event conform,writing
35348,write may may salvat might might destini matter matter right word one anoth find next word write,writing
35349,,religion
35350,seem correl devot god misguid zeal marshmallow,religion
35351,typewrit fuck done,writing
35352,text write must prove desir proof exist write write scienc variou bliss languag kama sutra scienc one treatis write,writing
35353,turn dream realiti resourc effort concentr align direct,quotes
35357,write cri,writing
35358,time say hello stranger heart acknowledg famili,quotes
35359,certain chapter stop write saw domest situat thought want face world let get back hellish one imagin,writing
35360,purpos gospel make bad men good good men better chang human natur,religion
35361,hurt get educ,education
35362,effort within mind limit mind effort impli struggl toward goal goal purpos end view place limit mind,mind
35363,upon time children homeschool sent away home day place children live learn work play real world alongsid adult children age,education
35364,differ success failur give,success
35365,fourth grade reader may sixth grade mathematician grade administr devic violenc natur development process,education
35366,appreci come know present would like futur,soul
35367,imagin one biggest troubl colleg mani distract much panti raid fratern boola boola,education
35368,idea good compani mr eliot compani clever well inform peopl great deal convers call good compani,education
35369,whenev want combat enemi first foremost must start understand rather exagger motiv,purpose
35370,although teacher care work hard institut psychopath conscienc ring bell young man middl write poem must close notebook move differ cell must memor human monkey deriv common ancestor,education
